Sr .no,imageUrl,title,totalScore,reviewsCount,street,city,state,countryCode,website,phone,categoryName,url,Product ID,Price,Product Name,Link,Colors Available,full_text,reply_count,retweet_count,favorite_count,created_at,view_count,caption,commentsCount,hashtags/0,hashtags/1,id,likesCount,productType,viewCount,numberOfSubscribers,descriptionLinks/url,isAgeRestricted,date,likes,channelId,channelUrl,channelName,channelDescription,isChannelVerified,channelTotalViews,channelJoinedDate,channelTotalVideos
,,,,,,,,,,,,,,,,,,,,,,,,,43,,,,,,37168,2020000,http://youtube.com/nike,FALSE,2023-09-15T00:00:00.000Z,1300,UCNhxq7He5p-_FdBh0OaxcQg,https://www.youtube.com/channel/UCUFgkRb0ZHc4Rpq15VRCICA,Nike,"Winning Isn't For Everyone. It's for those who do whatever it takes.

For more information: https://go.nike.com/XzgyIjcJoXc",TRUE,421462920,"Mar 7, 2006",18
,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,42079,2020000,https://www.youtube.com/hashtag/thereplay,FALSE,2023-10-11T00:00:00.000Z,190,UCNhxq7He5p-_FdBh0OaxcQg,https://www.youtube.com/channel/UCUFgkRb0ZHc4Rpq15VRCICA,Nike,"Winning Isn't For Everyone. It's for those who do whatever it takes.

For more information: https://go.nike.com/XzgyIjcJoXc",TRUE,421462920,"Mar 7, 2006",18
,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,20550,2020000,https://www.youtube.com/hashtag/yougotthis,FALSE,2023-10-12T00:00:00.000Z,190,UCNhxq7He5p-_FdBh0OaxcQg,https://www.youtube.com/channel/UCUFgkRb0ZHc4Rpq15VRCICA,Nike,"Winning Isn't For Everyone. It's for those who do whatever it takes.

For more information: https://go.nike.com/XzgyIjcJoXc",TRUE,421462920,"Mar 7, 2006",18
,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,8240,2860000,https://www.youtube.com/hashtag/yougotthis,FALSE,2023-11-30T00:00:00.000Z,253,UCNhxq7He5p-_FdBh0OaxcQg,https://www.youtube.com/channel/UCUFgkRb0ZHc4Rpq15VRCICA,Nike,"Winning Isn't For Everyone. It's for those who do whatever it takes.

For more information: https://go.nike.com/XzgyIjcJoXc",TRUE,421462920,"Mar 7, 2006",18
,,,,,,,,,,,,,,,,,,,,,,,,,56,,,,,,25853,2020000,http://youtube.com/nike,FALSE,2023-09-28T00:00:00.000Z,1400,UCNhxq7He5p-_FdBh0OaxcQg,https://www.youtube.com/channel/UCUFgkRb0ZHc4Rpq15VRCICA,Nike,"Winning Isn't For Everyone. It's for those who do whatever it takes.

For more information: https://go.nike.com/XzgyIjcJoXc",TRUE,421462920,"Mar 7, 2006",18
,,,,,,,,,,,,,,,,,,,,,,,,,82,,,,,,25083,2020000,https://www.youtube.com/watch?v=1v-hmVWpmLU&t=0s,FALSE,2023-03-06T00:00:00.000Z,1400,UCNhxq7He5p-_FdBh0OaxcQg,https://www.youtube.com/channel/UCUFgkRb0ZHc4Rpq15VRCICA,Nike,"Winning Isn't For Everyone. It's for those who do whatever it takes.

For more information: https://go.nike.com/XzgyIjcJoXc",TRUE,421462920,"Mar 7, 2006",18
,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,305276,2020000,https://www.youtube.com/hashtag/yougotthis,FALSE,2023-10-13T00:00:00.000Z,259,UCNhxq7He5p-_FdBh0OaxcQg,https://www.youtube.com/channel/UCUFgkRb0ZHc4Rpq15VRCICA,Nike,"Winning Isn't For Everyone. It's for those who do whatever it takes.

For more information: https://go.nike.com/XzgyIjcJoXc",TRUE,421462920,"Mar 7, 2006",18
,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,4159,2860000,https://www.youtube.com/hashtag/yougotthis,FALSE,2024-08-10T00:00:00.000Z,304,UCNhxq7He5p-_FdBh0OaxcQg,https://www.youtube.com/channel/UCUFgkRb0ZHc4Rpq15VRCICA,Nike,"Winning Isn't For Everyone. It's for those who do whatever it takes.

For more information: https://go.nike.com/XzgyIjcJoXc",TRUE,421462920,"Mar 7, 2006",18
,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,4731154,2020000,https://www.youtube.com/playlist?list=PLNqKTn4CuEXeukU5jYDNgCFztKYJ2FmkR,FALSE,2023-10-11T00:00:00.000Z,2100,UCNhxq7He5p-_FdBh0OaxcQg,https://www.youtube.com/channel/UCUFgkRb0ZHc4Rpq15VRCICA,Nike,"Winning Isn't For Everyone. It's for those who do whatever it takes.

For more information: https://go.nike.com/XzgyIjcJoXc",TRUE,421462920,"Mar 7, 2006",18
,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,11114,2860000,https://www.youtube.com/hashtag/thereplay,FALSE,2023-04-26T00:00:00.000Z,469,UCNhxq7He5p-_FdBh0OaxcQg,https://www.youtube.com/channel/UCUFgkRb0ZHc4Rpq15VRCICA,Nike,"Winning Isn't For Everyone. It's for those who do whatever it takes.

For more information: https://go.nike.com/XzgyIjcJoXc",TRUE,421462920,"Mar 7, 2006",18
,,,,,,,,,,,,,,,,,,,,,,,,,44,,,,,,14692,2860000,https://go.nike.com/Shop-Nike?utm_source=youtube&utm_medium=product_shelf,FALSE,2023-04-27T00:00:00.000Z,1800,UCNhxq7He5p-_FdBh0OaxcQg,https://www.youtube.com/channel/UCUFgkRb0ZHc4Rpq15VRCICA,Nike,"Winning Isn't For Everyone. It's for those who do whatever it takes.

For more information: https://go.nike.com/XzgyIjcJoXc",TRUE,421462920,"Mar 7, 2006",18
,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,6354,2860000,https://www.youtube.com/hashtag/olympics,FALSE,2023-04-28T00:00:00.000Z,277,UCNhxq7He5p-_FdBh0OaxcQg,https://www.youtube.com/channel/UCUFgkRb0ZHc4Rpq15VRCICA,Nike,"Winning Isn't For Everyone. It's for those who do whatever it takes.

For more information: https://go.nike.com/XzgyIjcJoXc",TRUE,421462920,"Mar 7, 2006",18
,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1737,2860000,https://www.instagram.com/runtoohard/,FALSE,2023-04-30T00:00:00.000Z,88,UCNhxq7He5p-_FdBh0OaxcQg,https://www.youtube.com/channel/UCUFgkRb0ZHc4Rpq15VRCICA,Nike,"Winning Isn't For Everyone. It's for those who do whatever it takes.

For more information: https://go.nike.com/XzgyIjcJoXc",TRUE,421462920,"Mar 7, 2006",18
,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,8022,2860000,https://www.youtube.com/watch?v=oEvnzek1z3Q&t=0s,FALSE,2023-04-23T00:00:00.000Z,442,UCNhxq7He5p-_FdBh0OaxcQg,https://www.youtube.com/channel/UCUFgkRb0ZHc4Rpq15VRCICA,Nike,"Winning Isn't For Everyone. It's for those who do whatever it takes.

For more information: https://go.nike.com/XzgyIjcJoXc",TRUE,421462920,"Mar 7, 2006",18
,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,28735934,2020000,https://www.youtube.com/watch?v=dyPLCf4n-AI&t=0s,FALSE,2023-10-14T00:00:00.000Z,462,UCNhxq7He5p-_FdBh0OaxcQg,https://www.youtube.com/channel/UCUFgkRb0ZHc4Rpq15VRCICA,Nike,"Winning Isn't For Everyone. It's for those who do whatever it takes.

For more information: https://go.nike.com/XzgyIjcJoXc",TRUE,421462920,"Mar 7, 2006",18
,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,4618,2860000,https://www.youtube.com/watch?v=y_k9ypehLFs&t=0s,FALSE,2023-04-18T00:00:00.000Z,147,UCNhxq7He5p-_FdBh0OaxcQg,https://www.youtube.com/channel/UCUFgkRb0ZHc4Rpq15VRCICA,Nike,"Winning Isn't For Everyone. It's for those who do whatever it takes.

For more information: https://go.nike.com/XzgyIjcJoXc",TRUE,421462920,"Mar 7, 2006",18
,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,3509,2860000,https://www.youtube.com/hashtag/yougotthis,FALSE,2023-04-30T00:00:00.000Z,123,UCNhxq7He5p-_FdBh0OaxcQg,https://www.youtube.com/channel/UCUFgkRb0ZHc4Rpq15VRCICA,Nike,"Winning Isn't For Everyone. It's for those who do whatever it takes.

For more information: https://go.nike.com/XzgyIjcJoXc",TRUE,421462920,"Mar 7, 2006",18
,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,4317,2860000,https://www.youtube.com/hashtag/yougotthis,FALSE,2023-05-05T00:00:00.000Z,157,UCNhxq7He5p-_FdBh0OaxcQg,https://www.youtube.com/channel/UCUFgkRb0ZHc4Rpq15VRCICA,Nike,"Winning Isn't For Everyone. It's for those who do whatever it takes.

For more information: https://go.nike.com/XzgyIjcJoXc",TRUE,421462920,"Mar 7, 2006",18
,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,6383,2860000,https://www.youtube.com/playlist?list=PLNqKTn4CuEXeukU5jYDNgCFztKYJ2FmkR,FALSE,2023-05-03T00:00:00.000Z,557,UCNhxq7He5p-_FdBh0OaxcQg,https://www.youtube.com/channel/UCUFgkRb0ZHc4Rpq15VRCICA,Nike,"Winning Isn't For Everyone. It's for those who do whatever it takes.

For more information: https://go.nike.com/XzgyIjcJoXc",TRUE,421462920,"Mar 7, 2006",18
,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,4165,2860000,https://www.youtube.com/watch?v=j_ODMH2FjqY&t=0s,FALSE,2023-05-20T00:00:00.000Z,235,UCNhxq7He5p-_FdBh0OaxcQg,https://www.youtube.com/channel/UCUFgkRb0ZHc4Rpq15VRCICA,Nike,"Winning Isn't For Everyone. It's for those who do whatever it takes.

For more information: https://go.nike.com/XzgyIjcJoXc",TRUE,421462920,"Mar 7, 2006",18
,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,5668,2860000,https://www.youtube.com/watch?v=ywZs7o6Li7g&t=0s,FALSE,2023-05-17T00:00:00.000Z,177,UCNhxq7He5p-_FdBh0OaxcQg,https://www.youtube.com/channel/UCUFgkRb0ZHc4Rpq15VRCICA,Nike,"Winning Isn't For Everyone. It's for those who do whatever it takes.

For more information: https://go.nike.com/XzgyIjcJoXc",TRUE,421462920,"Mar 7, 2006",18
,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,3872,2860000,https://www.youtube.com/watch?v=S7MQBzIKnd8&t=0s,FALSE,2023-05-18T00:00:00.000Z,137,UCNhxq7He5p-_FdBh0OaxcQg,https://www.youtube.com/channel/UCUFgkRb0ZHc4Rpq15VRCICA,Nike,"Winning Isn't For Everyone. It's for those who do whatever it takes.

For more information: https://go.nike.com/XzgyIjcJoXc",TRUE,421462920,"Mar 7, 2006",18
,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,2461,2860000,http://youtube.com/nike,FALSE,2023-05-20T00:00:00.000Z,131,UCNhxq7He5p-_FdBh0OaxcQg,https://www.youtube.com/channel/UCUFgkRb0ZHc4Rpq15VRCICA,Nike,"Winning Isn't For Everyone. It's for those who do whatever it takes.

For more information: https://go.nike.com/XzgyIjcJoXc",TRUE,421462920,"Mar 7, 2006",18
,,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,,14968,2860000,https://www.youtube.com/watch?v=dTZdvXP-qKE&t=0s,FALSE,2023-04-28T00:00:00.000Z,671,UCNhxq7He5p-_FdBh0OaxcQg,https://www.youtube.com/channel/UCUFgkRb0ZHc4Rpq15VRCICA,Nike,"Winning Isn't For Everyone. It's for those who do whatever it takes.

For more information: https://go.nike.com/XzgyIjcJoXc",TRUE,421462920,"Mar 7, 2006",18
,,,,,,,,,,,,,,,,,,,,,,,,,13,,,,,,14140,2860000,https://www.youtube.com/watch?v=fKvz7kZJT9s&t=0s,FALSE,2023-07-10T00:00:00.000Z,546,UCNhxq7He5p-_FdBh0OaxcQg,https://www.youtube.com/channel/UCUFgkRb0ZHc4Rpq15VRCICA,Nike,"Winning Isn't For Everyone. It's for those who do whatever it takes.

For more information: https://go.nike.com/XzgyIjcJoXc",TRUE,421462920,"Mar 7, 2006",18
,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,5331,2860000,https://www.youtube.com/watch?v=cQovTqh4thc&t=0s,FALSE,2023-06-29T00:00:00.000Z,244,UCNhxq7He5p-_FdBh0OaxcQg,https://www.youtube.com/channel/UCUFgkRb0ZHc4Rpq15VRCICA,Nike,"Winning Isn't For Everyone. It's for those who do whatever it takes.

For more information: https://go.nike.com/XzgyIjcJoXc",TRUE,421462920,"Mar 7, 2006",18
,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,,,8607,2860000,http://youtube.com/nike,FALSE,2023-06-01T00:00:00.000Z,264,UCNhxq7He5p-_FdBh0OaxcQg,https://www.youtube.com/channel/UCUFgkRb0ZHc4Rpq15VRCICA,Nike,"Winning Isn't For Everyone. It's for those who do whatever it takes.

For more information: https://go.nike.com/XzgyIjcJoXc",TRUE,421462920,"Mar 7, 2006",18
,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,7770,2860000,https://www.youtube.com/watch?v=kkEOazCsjDY&t=0s,FALSE,2023-05-20T00:00:00.000Z,1200,UCNhxq7He5p-_FdBh0OaxcQg,https://www.youtube.com/channel/UCUFgkRb0ZHc4Rpq15VRCICA,Nike,"Winning Isn't For Everyone. It's for those who do whatever it takes.

For more information: https://go.nike.com/XzgyIjcJoXc",TRUE,421462920,"Mar 7, 2006",18
,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,10351,2860000,https://www.youtube.com/watch?v=SJeQ0JMDEeQ&t=0s,FALSE,2023-06-22T00:00:00.000Z,497,UCNhxq7He5p-_FdBh0OaxcQg,https://www.youtube.com/channel/UCUFgkRb0ZHc4Rpq15VRCICA,Nike,"Winning Isn't For Everyone. It's for those who do whatever it takes.

For more information: https://go.nike.com/XzgyIjcJoXc",TRUE,421462920,"Mar 7, 2006",18
,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,5497,2860000,https://www.youtube.com/watch?v=Qr41mwb-oQk&t=0s,FALSE,2023-05-20T00:00:00.000Z,273,UCNhxq7He5p-_FdBh0OaxcQg,https://www.youtube.com/channel/UCUFgkRb0ZHc4Rpq15VRCICA,Nike,"Winning Isn't For Everyone. It's for those who do whatever it takes.

For more information: https://go.nike.com/XzgyIjcJoXc",TRUE,421462920,"Mar 7, 2006",18
,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,2996056,2020000,https://www.youtube.com/watch?v=j_ODMH2FjqY&t=0s,FALSE,2022-10-01T00:00:00.000Z,327,UCNhxq7He5p-_FdBh0OaxcQg,https://www.youtube.com/channel/UCUFgkRb0ZHc4Rpq15VRCICA,Nike,"Winning Isn't For Everyone. It's for those who do whatever it takes.

For more information: https://go.nike.com/XzgyIjcJoXc",TRUE,421462920,"Mar 7, 2006",18
,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,3229055,2020000,https://www.youtube.com/watch?v=ywZs7o6Li7g&t=0s,FALSE,2022-10-08T00:00:00.000Z,1000,UCNhxq7He5p-_FdBh0OaxcQg,https://www.youtube.com/channel/UCUFgkRb0ZHc4Rpq15VRCICA,Nike,"Winning Isn't For Everyone. It's for those who do whatever it takes.

For more information: https://go.nike.com/XzgyIjcJoXc",TRUE,421462920,"Mar 7, 2006",18
,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,1376259,2020000,https://www.youtube.com/watch?v=S7MQBzIKnd8&t=0s,FALSE,2022-10-15T00:00:00.000Z,468,UCNhxq7He5p-_FdBh0OaxcQg,https://www.youtube.com/channel/UCUFgkRb0ZHc4Rpq15VRCICA,Nike,"Winning Isn't For Everyone. It's for those who do whatever it takes.

For more information: https://go.nike.com/XzgyIjcJoXc",TRUE,421462920,"Mar 7, 2006",18
,,,,,,,,,,,,,,,,,,,,,,,,,19,,,,,,1053366,2020000,http://youtube.com/nike,FALSE,2022-10-26T00:00:00.000Z,418,UCNhxq7He5p-_FdBh0OaxcQg,https://www.youtube.com/channel/UCUFgkRb0ZHc4Rpq15VRCICA,Nike,"Winning Isn't For Everyone. It's for those who do whatever it takes.

For more information: https://go.nike.com/XzgyIjcJoXc",TRUE,421462920,"Mar 7, 2006",18
,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,1332847,2020000,https://www.youtube.com/watch?v=dTZdvXP-qKE&t=0s,FALSE,2022-10-22T00:00:00.000Z,209,UCNhxq7He5p-_FdBh0OaxcQg,https://www.youtube.com/channel/UCUFgkRb0ZHc4Rpq15VRCICA,Nike,"Winning Isn't For Everyone. It's for those who do whatever it takes.

For more information: https://go.nike.com/XzgyIjcJoXc",TRUE,421462920,"Mar 7, 2006",18
,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,674457,2020000,https://www.youtube.com/watch?v=fKvz7kZJT9s&t=0s,FALSE,2022-11-05T00:00:00.000Z,580,UCNhxq7He5p-_FdBh0OaxcQg,https://www.youtube.com/channel/UCUFgkRb0ZHc4Rpq15VRCICA,Nike,"Winning Isn't For Everyone. It's for those who do whatever it takes.

For more information: https://go.nike.com/XzgyIjcJoXc",TRUE,421462920,"Mar 7, 2006",18
,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,1345876,2020000,https://www.youtube.com/watch?v=cQovTqh4thc&t=0s,FALSE,2022-10-29T00:00:00.000Z,507,UCNhxq7He5p-_FdBh0OaxcQg,https://www.youtube.com/channel/UCUFgkRb0ZHc4Rpq15VRCICA,Nike,"Winning Isn't For Everyone. It's for those who do whatever it takes.

For more information: https://go.nike.com/XzgyIjcJoXc",TRUE,421462920,"Mar 7, 2006",18
,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,4095,2860000,http://youtube.com/nike,FALSE,2023-07-12T00:00:00.000Z,147,UCNhxq7He5p-_FdBh0OaxcQg,https://www.youtube.com/channel/UCUFgkRb0ZHc4Rpq15VRCICA,Nike,"Winning Isn't For Everyone. It's for those who do whatever it takes.

For more information: https://go.nike.com/XzgyIjcJoXc",TRUE,421462920,"Mar 7, 2006",18
,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,,,8742,2860000,https://www.youtube.com/watch?v=kkEOazCsjDY&t=0s,FALSE,2023-05-29T00:00:00.000Z,314,UCNhxq7He5p-_FdBh0OaxcQg,https://www.youtube.com/channel/UCUFgkRb0ZHc4Rpq15VRCICA,Nike,"Winning Isn't For Everyone. It's for those who do whatever it takes.

For more information: https://go.nike.com/XzgyIjcJoXc",TRUE,421462920,"Mar 7, 2006",18
,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,1226805,2020000,https://www.youtube.com/watch?v=SJeQ0JMDEeQ&t=0s,FALSE,2022-11-12T00:00:00.000Z,1700,UCNhxq7He5p-_FdBh0OaxcQg,https://www.youtube.com/channel/UCUFgkRb0ZHc4Rpq15VRCICA,Nike,"Winning Isn't For Everyone. It's for those who do whatever it takes.

For more information: https://go.nike.com/XzgyIjcJoXc",TRUE,421462920,"Mar 7, 2006",18
,,,,,,,,,,,,,,,,,,,,,,,,,40,,,,,,9929982,2020000,https://www.youtube.com/watch?v=Qr41mwb-oQk&t=0s,FALSE,2022-10-27T00:00:00.000Z,913,UCNhxq7He5p-_FdBh0OaxcQg,https://www.youtube.com/channel/UCUFgkRb0ZHc4Rpq15VRCICA,Nike,"Winning Isn't For Everyone. It's for those who do whatever it takes.

For more information: https://go.nike.com/XzgyIjcJoXc",TRUE,421462920,"Mar 7, 2006",18
,,,,,,,,,,,,,,,,,,,,,,,,,23,,,,,,27808,2020000,https://www.youtube.com/watch?v=kkEOazCsjDY&t=0s,FALSE,2022-11-21T00:00:00.000Z,846,UCNhxq7He5p-_FdBh0OaxcQg,https://www.youtube.com/channel/UCUFgkRb0ZHc4Rpq15VRCICA,Nike,"Winning Isn't For Everyone. It's for those who do whatever it takes.

For more information: https://go.nike.com/XzgyIjcJoXc",TRUE,421462920,"Mar 7, 2006",18
,,,,,,,,,,,,,,,,,,,,,,,,,53,,,,,,37661,2020000,https://www.youtube.com/watch?v=18Vey5zpWFY&t=0s,FALSE,2022-12-12T00:00:00.000Z,1400,UCNhxq7He5p-_FdBh0OaxcQg,https://www.youtube.com/channel/UCUFgkRb0ZHc4Rpq15VRCICA,Nike,"Winning Isn't For Everyone. It's for those who do whatever it takes.

For more information: https://go.nike.com/XzgyIjcJoXc",TRUE,421462920,"Mar 7, 2006",18
,,,,,,,,,,,,,,,,,,,,,,,,,52,,,,,,29595,2020000,https://www.youtube.com/watch?v=4WlLPX-fEHc&t=0s,FALSE,2022-10-14T00:00:00.000Z,4900,UCNhxq7He5p-_FdBh0OaxcQg,https://www.youtube.com/channel/UCUFgkRb0ZHc4Rpq15VRCICA,Nike,"Winning Isn't For Everyone. It's for those who do whatever it takes.

For more information: https://go.nike.com/XzgyIjcJoXc",TRUE,421462920,"Mar 7, 2006",18
,,,,,,,,,,,,,,,,,,,,,,,,,33,,,,,,41014,2020000,https://www.instagram.com/dotswoosh/,FALSE,2022-11-29T00:00:00.000Z,1900,UCNhxq7He5p-_FdBh0OaxcQg,https://www.youtube.com/channel/UCUFgkRb0ZHc4Rpq15VRCICA,Nike,"Winning Isn't For Everyone. It's for those who do whatever it takes.

For more information: https://go.nike.com/XzgyIjcJoXc",TRUE,421462920,"Mar 7, 2006",18
,,,,,,,,,,,,,,,,,,,,,,,,,41,,,,,,2333636,2020000,https://www.youtube.com/watch?v=riUBMr_xh_8&t=24s,FALSE,2022-12-16T00:00:00.000Z,1000,UCNhxq7He5p-_FdBh0OaxcQg,https://www.youtube.com/channel/UCUFgkRb0ZHc4Rpq15VRCICA,Nike,"Winning Isn't For Everyone. It's for those who do whatever it takes.

For more information: https://go.nike.com/XzgyIjcJoXc",TRUE,421462920,"Mar 7, 2006",18
,,,,,,,,,,,,,,,,,,,,,,,,,81,,,,,,109653,2020000,https://www.youtube.com/watch?v=7Sa-NyUYp3Q&t=55s,FALSE,2022-12-19T00:00:00.000Z,4000,UCNhxq7He5p-_FdBh0OaxcQg,https://www.youtube.com/channel/UCUFgkRb0ZHc4Rpq15VRCICA,Nike,"Winning Isn't For Everyone. It's for those who do whatever it takes.

For more information: https://go.nike.com/XzgyIjcJoXc",TRUE,421462920,"Mar 7, 2006",18
,,,,,,,,,,,,,,,,,,,,,,,,,220,,,,,,128774,2020000,https://www.youtube.com/watch?v=2KAdv8MRFws&t=0s,FALSE,2022-12-17T00:00:00.000Z,3000,UCNhxq7He5p-_FdBh0OaxcQg,https://www.youtube.com/channel/UCUFgkRb0ZHc4Rpq15VRCICA,Nike,"Winning Isn't For Everyone. It's for those who do whatever it takes.

For more information: https://go.nike.com/XzgyIjcJoXc",TRUE,421462920,"Mar 7, 2006",18
,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,17280,2020000,https://www.youtube.com/watch?v=fKvz7kZJT9s&t=0s,FALSE,2022-12-28T00:00:00.000Z,1700,UCNhxq7He5p-_FdBh0OaxcQg,https://www.youtube.com/channel/UCUFgkRb0ZHc4Rpq15VRCICA,Nike,"Winning Isn't For Everyone. It's for those who do whatever it takes.

For more information: https://go.nike.com/XzgyIjcJoXc",TRUE,421462920,"Mar 7, 2006",18
,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,,46005,2020000,https://www.youtube.com/watch?v=cQovTqh4thc&t=0s,FALSE,2022-12-28T00:00:00.000Z,3500,UCNhxq7He5p-_FdBh0OaxcQg,https://www.youtube.com/channel/UCUFgkRb0ZHc4Rpq15VRCICA,Nike,"Winning Isn't For Everyone. It's for those who do whatever it takes.

For more information: https://go.nike.com/XzgyIjcJoXc",TRUE,421462920,"Mar 7, 2006",18
,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,,,18681,2020000,http://youtube.com/nike,FALSE,2022-12-28T00:00:00.000Z,2500,UCNhxq7He5p-_FdBh0OaxcQg,https://www.youtube.com/channel/UCUFgkRb0ZHc4Rpq15VRCICA,Nike,"Winning Isn't For Everyone. It's for those who do whatever it takes.

For more information: https://go.nike.com/XzgyIjcJoXc",TRUE,421462920,"Mar 7, 2006",18
,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,17027,2020000,https://www.youtube.com/watch?v=kkEOazCsjDY&t=0s,FALSE,2022-12-28T00:00:00.000Z,810,UCNhxq7He5p-_FdBh0OaxcQg,https://www.youtube.com/channel/UCUFgkRb0ZHc4Rpq15VRCICA,Nike,"Winning Isn't For Everyone. It's for those who do whatever it takes.

For more information: https://go.nike.com/XzgyIjcJoXc",TRUE,421462920,"Mar 7, 2006",18
,,,,,,,,,,,,,,,,,,,,,,,,,13,,,,,,19575,2020000,https://www.youtube.com/watch?v=SJeQ0JMDEeQ&t=0s,FALSE,2022-12-28T00:00:00.000Z,2200,UCNhxq7He5p-_FdBh0OaxcQg,https://www.youtube.com/channel/UCUFgkRb0ZHc4Rpq15VRCICA,Nike,"Winning Isn't For Everyone. It's for those who do whatever it takes.

For more information: https://go.nike.com/XzgyIjcJoXc",TRUE,421462920,"Mar 7, 2006",18
,,,,,,,,,,,,,,,,,,,,,,,,,23,,,,,,2452778,2020000,https://www.youtube.com/watch?v=Qr41mwb-oQk&t=0s,FALSE,2022-11-29T00:00:00.000Z,1200,UCNhxq7He5p-_FdBh0OaxcQg,https://www.youtube.com/channel/UCUFgkRb0ZHc4Rpq15VRCICA,Nike,"Winning Isn't For Everyone. It's for those who do whatever it takes.

For more information: https://go.nike.com/XzgyIjcJoXc",TRUE,421462920,"Mar 7, 2006",18
,,,,,,,,,,,,,,,,,,,,,,,,,52,,,,,,18775,2020000,https://www.youtube.com/watch?v=j_ODMH2FjqY&t=0s,FALSE,2022-09-12T00:00:00.000Z,601,UCNhxq7He5p-_FdBh0OaxcQg,https://www.youtube.com/channel/UCUFgkRb0ZHc4Rpq15VRCICA,Nike,"Winning Isn't For Everyone. It's for those who do whatever it takes.

For more information: https://go.nike.com/XzgyIjcJoXc",TRUE,421462920,"Mar 7, 2006",18
,,,,,,,,,,,,,,,,,,,,,,,,,76,,,,,,31587,2020000,https://www.youtube.com/watch?v=ywZs7o6Li7g&t=0s,FALSE,2023-01-18T00:00:00.000Z,4200,UCNhxq7He5p-_FdBh0OaxcQg,https://www.youtube.com/channel/UCUFgkRb0ZHc4Rpq15VRCICA,Nike,"Winning Isn't For Everyone. It's for those who do whatever it takes.

For more information: https://go.nike.com/XzgyIjcJoXc",TRUE,421462920,"Mar 7, 2006",18
,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,4419577,2020000,https://www.youtube.com/watch?v=S7MQBzIKnd8&t=0s,FALSE,2022-09-17T00:00:00.000Z,191,UCNhxq7He5p-_FdBh0OaxcQg,https://www.youtube.com/channel/UCUFgkRb0ZHc4Rpq15VRCICA,Nike,"Winning Isn't For Everyone. It's for those who do whatever it takes.

For more information: https://go.nike.com/XzgyIjcJoXc",TRUE,421462920,"Mar 7, 2006",18
,,,,,,,,,,,,,,,,,,,,,,,,,36,,,,,,48477,2020000,http://youtube.com/nike,FALSE,2022-09-23T00:00:00.000Z,7800,UCNhxq7He5p-_FdBh0OaxcQg,https://www.youtube.com/channel/UCUFgkRb0ZHc4Rpq15VRCICA,Nike,"Winning Isn't For Everyone. It's for those who do whatever it takes.

For more information: https://go.nike.com/XzgyIjcJoXc",TRUE,421462920,"Mar 7, 2006",18
,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,2081350,2020000,https://www.youtube.com/watch?v=dTZdvXP-qKE&t=0s,FALSE,2022-09-10T00:00:00.000Z,318,UCNhxq7He5p-_FdBh0OaxcQg,https://www.youtube.com/channel/UCUFgkRb0ZHc4Rpq15VRCICA,Nike,"Winning Isn't For Everyone. It's for those who do whatever it takes.

For more information: https://go.nike.com/XzgyIjcJoXc",TRUE,421462920,"Mar 7, 2006",18
